Order_ID,Order_Date,Customer,Region,State,City,Category,Product,Quantity,Sales,Discount,Profit,Salesperson
230,2025-05-05,Customer_74,East,Odisha,Bhubaneswar,Clothing,Shoes,7,33880.0,20,9361.11,Salesperson_9
231,2025-02-02,Customer_22,South,Telangana,Hyderabad,Furniture,Desk,5,91053.0,10,15777.75,Salesperson_7
232,2025-09-11,Customer_77,East,Odisha,Bhubaneswar,Office,Printer,6,96871.5,5,22302.23,Salesperson_10
233,2025-07-14,Customer_43,South,Tamil Nadu,Chennai,Furniture,Sofa,1,23788.8,10,6194.68,Salesperson_8
234,2025-04-01,Customer_51,East,Odisha,Bhubaneswar,Clothing,Jacket,10,437627.0,5,74288.25,Salesperson_6
235,2025-10-16,Customer_26,East,Bihar,Patna,Furniture,Sofa,7,112270.55,15,15858.65,Salesperson_10
236,2025-07-29,Customer_87,South,Telangana,Hyderabad,Office,Notebook,8,156736.0,0,39927.15,Salesperson_8
237,2025-02-07,Customer_58,South,Telangana,Hyderabad,Furniture,Sofa,3,120801.15,15,29870.4,Salesperson_10
238,2025-02-13,Customer_14,West,Rajasthan,Jaipur,Office,Printer,6,223113.6,20,44278.01,Salesperson_13
239,2025-06-19,Customer_56,South,Telangana,Hyderabad,Furniture,Chair,10,363562.0,15,106052.05,Salesperson_2
240,2025-12-14,Customer_76,North,Delhi,Delhi,Furniture,Desk,8,170122.4,15,28200.48,Salesperson_12
241,2025-03-14,Customer_45,South,Tamil Nadu,Chennai,Office,Printer,5,138805.0,0,10968.0,Salesperson_5
242,2025-08-20,Customer_41,East,Odisha,Bhubaneswar,Office,Pen,8,46899.6,15,10810.29,Salesperson_2
243,2025-05-05,Customer_67,East,West Bengal,Kolkata,Electronics,Tablet,2,85266.3,5,24086.08,Salesperson_3
244,2025-12-03,Customer_56,South,Tamil Nadu,Coimbatore,Office,Notebook,7,277777.15,5,26832.36,Salesperson_7
245,2025-12-27,Customer_9,North,Haryana,Gurugram,Office,Monitor,7,5260.15,5,533.62,Salesperson_10
246,2025-09-08,Customer_68,North,Haryana,Gurugram,Clothing,Jacket,4,121944.0,0,14095.31,Salesperson_11
247,2025-12-11,Customer_91,East,Bihar,Patna,Office,Printer,6,120191.7,15,24560.05,Salesperson_13
248,2025-07-11,Customer_89,East,Bihar,Patna,Furniture,Sofa,2,29043.0,10,2301.29,Salesperson_3
249,2025-11-27,Customer_23,West,Gujarat,Ahmedabad,Office,Monitor,3,77745.6,20,17365.12,Salesperson_9
250,2025-07-03,Customer_2,South,Tamil Nadu,Coimbatore,Furniture,Desk,6,144268.8,20,9147.05,Salesperson_8
251,2025-02-12,Customer_73,South,Karnataka,Mysuru,Office,Monitor,8,188618.4,15,32475.35,Salesperson_1
252,2025-10-17,Customer_96,South,Tamil Nadu,Chennai,Clothing,Jeans,9,166023.9,5,40706.58,Salesperson_13
253,2025-01-22,Customer_98,West,Rajasthan,Jaipur,Electronics,Tablet,9,176702.4,20,45174.45,Salesperson_12
254,2025-06-28,Customer_12,West,Rajasthan,Jaipur,Office,Printer,4,80040.0,0,13001.14,Salesperson_8
255,2025-04-16,Customer_8,North,Delhi,Delhi,Clothing,Shoes,3,116508.0,5,28685.71,Salesperson_10
256,2025-09-21,Customer_87,East,Bihar,Patna,Furniture,Sofa,5,77844.0,20,9094.96,Salesperson_14
257,2025-12-31,Customer_42,North,Delhi,Delhi,Electronics,Tablet,3,132433.8,5,14888.12,Salesperson_14
258,2025-07-12,Customer_58,South,Telangana,Hyderabad,Office,Notebook,10,377505.0,10,78125.87,Salesperson_2
259,2025-02-17,Customer_94,North,Punjab,Ludhiana,Clothing,Shoes,8,140473.6,20,7110.53,Salesperson_8
260,2025-05-26,Customer_44,East,West Bengal,Kolkata,Furniture,Bookshelf,4,118515.6,10,15491.92,Salesperson_9
261,2025-03-22,Customer_57,South,Telangana,Hyderabad,Clothing,Shirt,1,5971.25,15,322.87,Salesperson_8
262,2025-05-09,Customer_11,North,Punjab,Amritsar,Furniture,Sofa,3,55374.0,0,11830.49,Salesperson_6
263,2025-01-01,Customer_28,South,Karnataka,Mysuru,Clothing,Jeans,7,304199.0,0,68726.01,Salesperson_8
264,2025-08-05,Customer_89,North,Delhi,Delhi,Office,Printer,1,41477.4,10,10546.76,Salesperson_3
265,2025-06-03,Customer_18,West,Maharashtra,Mumbai,Office,Printer,2,13073.4,10,1854.99,Salesperson_7
266,2025-04-20,Customer_81,South,Telangana,Hyderabad,Electronics,Laptop,10,409440.5,5,65520.66,Salesperson_12
267,2025-07-16,Customer_45,South,Tamil Nadu,Coimbatore,Furniture,Chair,2,19350.0,0,3819.56,Salesperson_7
268,2025-11-08,Customer_37,East,West Bengal,Kolkata,Clothing,Shirt,4,117654.4,20,23531.11,Salesperson_13
269,2025-05-03,Customer_64,North,Haryana,Faridabad,Furniture,Desk,7,139076.0,0,34205.8,Salesperson_7
270,2025-10-19,Customer_54,North,Delhi,Delhi,Electronics,Laptop,6,121068.0,5,17761.83,Salesperson_6
271,2025-01-31,Customer_51,South,Tamil Nadu,Chennai,Electronics,Laptop,1,16797.9,5,1007.15,Salesperson_9
272,2025-03-20,Customer_36,East,Bihar,Patna,Office,Monitor,2,67964.8,20,12533.65,Salesperson_2
273,2025-08-12,Customer_94,East,West Bengal,Kolkata,Furniture,Sofa,7,272524.0,0,34758.36,Salesperson_14
274,2025-06-08,Customer_86,South,Karnataka,Bengaluru,Electronics,Headphones,2,48339.2,20,9774.58,Salesperson_12
275,2025-05-13,Customer_22,South,Karnataka,Bengaluru,Furniture,Chair,3,89186.4,10,16120.56,Salesperson_6
276,2025-05-15,Customer_92,South,Telangana,Hyderabad,Electronics,Laptop,6,154634.4,10,27983.19,Salesperson_10
277,2025-05-11,Customer_99,North,Punjab,Ludhiana,Clothing,Shirt,8,286147.6,5,40610.62,Salesperson_2
278,2025-03-18,Customer_23,North,Delhi,Delhi,Electronics,Laptop,4,11944.2,15,1684.06,Salesperson_15
279,2025-02-09,Customer_74,North,Haryana,Faridabad,Furniture,Sofa,4,100004.4,10,11781.97,Salesperson_6
280,2025-08-27,Customer_37,North,Haryana,Gurugram,Furniture,Desk,9,26843.85,15,1804.76,Salesperson_13
281,2025-06-05,Customer_95,East,Odisha,Bhubaneswar,Office,Printer,6,73715.4,10,14076.08,Salesperson_10
282,2025-07-29,Customer_4,South,Tamil Nadu,Coimbatore,Office,Notebook,9,141622.2,5,7306.92,Salesperson_4
283,2025-09-29,Customer_31,East,Bihar,Patna,Clothing,Shirt,7,307881.0,10,23395.03,Salesperson_7
284,2025-07-10,Customer_59,West,Maharashtra,Mumbai,Clothing,Shirt,1,12535.2,20,1921.2,Salesperson_12
285,2025-12-06,Customer_17,North,Haryana,Gurugram,Furniture,Bookshelf,2,62864.0,20,4122.04,Salesperson_4
286,2025-04-14,Customer_18,East,Odisha,Bhubaneswar,Office,Pen,6,162923.4,10,17661.35,Salesperson_13
287,2025-07-03,Customer_99,North,Delhi,Delhi,Furniture,Bookshelf,8,143344.0,15,11493.92,Salesperson_4
288,2025-12-23,Customer_78,West,Gujarat,Surat,Clothing,Shirt,2,19492.2,10,5001.63,Salesperson_1
289,2025-06-03,Customer_34,South,Tamil Nadu,Chennai,Electronics,Smartphone,6,127046.4,20,7907.07,Salesperson_14
290,2025-03-13,Customer_16,South,Karnataka,Mysuru,Office,Notebook,2,61560.0,0,15449.97,Salesperson_1
291,2025-05-13,Customer_10,North,Delhi,Delhi,Furniture,Bookshelf,6,272856.0,0,53365.44,Salesperson_1
292,2025-01-26,Customer_22,North,Delhi,Delhi,Furniture,Chair,6,51174.0,0,14613.77,Salesperson_15
293,2025-04-20,Customer_24,West,Rajasthan,Jaipur,Office,Printer,7,269386.25,15,25107.28,Salesperson_5
294,2025-09-03,Customer_8,East,Odisha,Bhubaneswar,Electronics,Smartphone,5,141078.75,15,38189.26,Salesperson_2
295,2025-07-15,Customer_92,East,Odisha,Bhubaneswar,Office,Notebook,9,121161.6,20,30134.29,Salesperson_6
296,2025-11-02,Customer_29,West,Rajasthan,Jaipur,Clothing,Jacket,7,121182.95,5,6848.74,Salesperson_1
297,2025-05-17,Customer_69,East,West Bengal,Kolkata,Clothing,Jeans,3,20126.7,5,4311.46,Salesperson_14
298,2025-12-24,Customer_46,North,Delhi,Delhi,Clothing,Jeans,3,38404.8,20,4973.46,Salesperson_15
299,2025-01-20,Customer_12,North,Haryana,Faridabad,Furniture,Desk,8,259401.6,10,24355.01,Salesperson_1
300,2025-03-08,Customer_44,South,Telangana,Hyderabad,Electronics,Headphones,1,17792.0,20,1785.71,Salesperson_12
301,2025-09-27,Customer_47,South,Tamil Nadu,Chennai,Electronics,Smartphone,10,443479.0,5,108027.77,Salesperson_2
302,2025-08-12,Customer_82,East,Bihar,Patna,Electronics,Tablet,5,102799.5,5,30219.47,Salesperson_8
303,2025-01-01,Customer_90,East,West Bengal,Kolkata,Furniture,Desk,7,129824.1,10,10624.43,Salesperson_10
304,2025-09-12,Customer_19,West,Rajasthan,Jaipur,Furniture,Sofa,10,119808.0,20,9108.71,Salesperson_6
305,2025-05-16,Customer_27,North,Delhi,Delhi,Clothing,Jeans,2,84531.6,10,13665.17,Salesperson_4
306,2025-03-27,Customer_53,North,Punjab,Ludhiana,Electronics,Laptop,1,21923.2,15,5111.31,Salesperson_8
307,2025-02-07,Customer_5,West,Gujarat,Surat,Electronics,Headphones,10,410029.5,5,37174.97,Salesperson_5
308,2025-02-08,Customer_71,North,Punjab,Ludhiana,Electronics,Laptop,6,59404.8,15,5359.86,Salesperson_15
309,2025-02-21,Customer_43,North,Punjab,Ludhiana,Electronics,Headphones,3,102767.55,15,9174.67,Salesperson_4
310,2025-10-09,Customer_63,South,Tamil Nadu,Coimbatore,Clothing,Jacket,4,27140.0,0,4022.84,Salesperson_3
311,2025-02-19,Customer_4,North,Punjab,Amritsar,Office,Printer,5,175544.0,20,29856.89,Salesperson_4
312,2025-12-05,Customer_34,South,Telangana,Hyderabad,Electronics,Headphones,2,35203.6,15,5904.92,Salesperson_2
313,2025-08-27,Customer_34,West,Maharashtra,Pune,Office,Pen,3,89142.0,0,10324.78,Salesperson_4
314,2025-07-31,Customer_97,East,Bihar,Patna,Furniture,Chair,2,79716.6,10,20092.17,Salesperson_10
315,2025-05-01,Customer_61,South,Telangana,Hyderabad,Office,Monitor,9,348281.55,15,67280.53,Salesperson_5
316,2025-04-09,Customer_17,North,Punjab,Amritsar,Furniture,Chair,8,89900.4,5,26344.52,Salesperson_1
317,2025-02-04,Customer_12,West,Maharashtra,Pune,Furniture,Desk,10,156600.0,10,43488.0,Salesperson_7
318,2025-08-03,Customer_15,West,Rajasthan,Jaipur,Clothing,Shoes,1,37121.6,20,7309.02,Salesperson_7
319,2025-05-16,Customer_50,South,Karnataka,Bengaluru,Electronics,Laptop,5,160213.5,10,43173.28,Salesperson_11
320,2025-12-15,Customer_89,West,Rajasthan,Jaipur,Electronics,Smartphone,5,127817.75,5,26146.54,Salesperson_7
321,2025-06-05,Customer_40,North,Punjab,Ludhiana,Furniture,Chair,8,130327.2,10,7175.58,Salesperson_5
322,2025-06-14,Customer_35,West,Rajasthan,Jaipur,Furniture,Desk,5,209270.0,15,50958.86,Salesperson_12
323,2025-07-11,Customer_8,West,Rajasthan,Jaipur,Furniture,Bookshelf,4,92425.6,15,22170.44,Salesperson_9
324,2025-04-13,Customer_8,South,Karnataka,Mysuru,Office,Notebook,9,339912.0,0,31759.45,Salesperson_4
325,2025-11-22,Customer_16,North,Punjab,Amritsar,Clothing,Jeans,5,104720.0,15,18460.21,Salesperson_11
326,2025-06-26,Customer_21,North,Delhi,Delhi,Office,Monitor,3,75844.8,20,14246.19,Salesperson_14
327,2025-04-20,Customer_29,East,Bihar,Patna,Clothing,Shirt,7,24957.45,5,6575.17,Salesperson_11
328,2025-03-09,Customer_83,South,Telangana,Hyderabad,Clothing,Shoes,9,16326.0,0,2751.33,Salesperson_3
329,2025-04-22,Customer_60,North,Delhi,Delhi,Clothing,Jacket,7,158583.6,10,26126.57,Salesperson_5
330,2025-06-02,Customer_88,West,Rajasthan,Jaipur,Electronics,Tablet,9,309052.8,20,62509.8,Salesperson_2
331,2025-09-22,Customer_98,West,Maharashtra,Pune,Clothing,Jacket,5,79263.0,10,7695.65,Salesperson_4
332,2025-05-13,Customer_54,North,Haryana,Faridabad,Clothing,Jeans,1,36934.2,15,11056.89,Salesperson_7
333,2025-09-01,Customer_86,West,Rajasthan,Jaipur,Furniture,Sofa,4,145529.6,20,30499.86,Salesperson_6
334,2025-10-14,Customer_98,East,West Bengal,Kolkata,Clothing,Shirt,8,63964.8,10,14794.84,Salesperson_15
335,2025-06-19,Customer_48,South,Telangana,Hyderabad,Electronics,Smartphone,6,81734.4,10,12678.49,Salesperson_5
336,2025-04-10,Customer_65,East,Odisha,Bhubaneswar,Office,Printer,10,308248.0,20,20900.43,Salesperson_2
337,2025-10-19,Customer_59,West,Rajasthan,Jaipur,Office,Printer,3,27080.7,5,3673.97,Salesperson_3
338,2025-01-30,Customer_1,East,Bihar,Patna,Electronics,Headphones,6,238573.5,5,30621.75,Salesperson_8
339,2025-08-08,Customer_52,East,West Bengal,Kolkata,Furniture,Bookshelf,2,14368.0,20,2276.29,Salesperson_7
340,2025-09-29,Customer_25,West,Gujarat,Ahmedabad,Electronics,Smartphone,6,7678.8,10,1836.86,Salesperson_1
341,2025-10-29,Customer_40,North,Haryana,Gurugram,Furniture,Sofa,5,44745.0,0,6527.74,Salesperson_3
342,2025-12-18,Customer_18,North,Delhi,Delhi,Clothing,Shoes,9,284997.6,20,38320.43,Salesperson_6
343,2025-03-09,Customer_28,West,Gujarat,Ahmedabad,Furniture,Bookshelf,1,14695.55,5,3406.31,Salesperson_12
344,2025-11-16,Customer_7,North,Haryana,Gurugram,Electronics,Tablet,1,22579.2,10,5482.51,Salesperson_10
345,2025-10-08,Customer_33,North,Haryana,Gurugram,Electronics,Laptop,2,47282.1,15,6858.9,Salesperson_8
346,2025-11-07,Customer_90,South,Karnataka,Bengaluru,Clothing,Shoes,2,70265.6,20,8255.81,Salesperson_3
347,2025-05-15,Customer_67,West,Maharashtra,Mumbai,Clothing,Shirt,2,62926.1,5,12726.83,Salesperson_4
348,2025-12-19,Customer_62,East,Bihar,Patna,Clothing,Jeans,1,30958.7,15,8593.8,Salesperson_6
349,2025-02-16,Customer_100,South,Karnataka,Bengaluru,Electronics,Laptop,10,376932.5,15,32900.98,Salesperson_9
350,2025-02-21,Customer_23,North,Haryana,Gurugram,Clothing,Jeans,8,143280.0,10,23794.41,Salesperson_14
351,2025-03-12,Customer_85,North,Punjab,Ludhiana,Clothing,Shoes,2,13450.0,0,705.02,Salesperson_11
352,2025-07-25,Customer_52,South,Tamil Nadu,Coimbatore,Office,Pen,2,44856.0,10,4293.5,Salesperson_8
353,2025-03-23,Customer_14,East,Odisha,Bhubaneswar,Office,Notebook,2,18368.0,0,5425.77,Salesperson_7
354,2025-03-08,Customer_62,West,Rajasthan,Jaipur,Furniture,Bookshelf,6,243390.0,0,64655.08,Salesperson_15
355,2025-12-14,Customer_68,West,Maharashtra,Pune,Office,Printer,2,31761.0,10,1686.19,Salesperson_13
356,2025-11-25,Customer_50,South,Telangana,Hyderabad,Electronics,Headphones,4,115498.8,10,24939.39,Salesperson_3
357,2025-06-19,Customer_36,North,Delhi,Delhi,Office,Monitor,3,13785.3,15,1794.27,Salesperson_1
358,2025-08-18,Customer_12,South,Telangana,Hyderabad,Office,Notebook,2,51997.9,15,13015.87,Salesperson_14
359,2025-10-13,Customer_71,West,Gujarat,Surat,Electronics,Headphones,1,6142.1,15,940.26,Salesperson_1
360,2025-08-21,Customer_43,North,Haryana,Faridabad,Furniture,Bookshelf,6,145872.0,0,37072.96,Salesperson_9
361,2025-07-01,Customer_82,West,Rajasthan,Jaipur,Office,Printer,2,82995.8,5,4195.37,Salesperson_13
362,2025-07-29,Customer_14,East,Bihar,Patna,Electronics,Laptop,3,93397.35,5,23859.26,Salesperson_5
363,2025-08-01,Customer_6,South,Karnataka,Bengaluru,Office,Notebook,8,93520.8,10,7195.62,Salesperson_15
364,2025-08-10,Customer_75,North,Punjab,Ludhiana,Furniture,Bookshelf,1,35257.0,0,6639.13,Salesperson_8
365,2025-06-14,Customer_65,South,Telangana,Hyderabad,Furniture,Chair,7,244109.6,20,49197.9,Salesperson_15
366,2025-03-12,Customer_53,West,Gujarat,Ahmedabad,Clothing,Shoes,6,100867.8,15,25337.91,Salesperson_10
367,2025-12-11,Customer_17,East,Bihar,Patna,Furniture,Desk,4,149058.0,10,33039.13,Salesperson_12
368,2025-12-08,Customer_91,South,Telangana,Hyderabad,Electronics,Tablet,9,230263.2,20,44362.4,Salesperson_7
369,2025-04-13,Customer_35,East,Odisha,Bhubaneswar,Electronics,Laptop,7,70168.0,0,15266.0,Salesperson_13
370,2025-08-20,Customer_14,South,Tamil Nadu,Coimbatore,Furniture,Chair,5,55476.0,20,3221.86,Salesperson_10
371,2025-12-17,Customer_41,South,Telangana,Hyderabad,Furniture,Sofa,1,21680.95,15,3341.94,Salesperson_9
372,2025-10-07,Customer_95,North,Delhi,Delhi,Furniture,Bookshelf,4,151326.0,10,36133.16,Salesperson_10
373,2025-03-30,Customer_95,South,Telangana,Hyderabad,Clothing,Shoes,3,135714.0,0,13129.53,Salesperson_9
374,2025-05-11,Customer_1,North,Punjab,Amritsar,Office,Pen,9,152335.35,5,13745.56,Salesperson_6
375,2025-11-17,Customer_79,West,Rajasthan,Jaipur,Electronics,Smartphone,6,237702.0,0,57860.29,Salesperson_14
376,2025-09-16,Customer_21,East,Odisha,Bhubaneswar,Electronics,Tablet,9,127523.25,5,22973.51,Salesperson_7
377,2025-11-13,Customer_68,West,Maharashtra,Pune,Furniture,Desk,6,119858.4,10,14789.76,Salesperson_8
378,2025-12-16,Customer_42,North,Delhi,Delhi,Office,Notebook,10,391457.0,5,113414.57,Salesperson_7
379,2025-08-17,Customer_63,North,Punjab,Ludhiana,Clothing,Shirt,9,180525.6,20,45258.52,Salesperson_1
380,2025-11-17,Customer_9,East,Bihar,Patna,Clothing,Shirt,2,18352.0,20,3363.95,Salesperson_4
381,2025-02-06,Customer_96,South,Telangana,Hyderabad,Electronics,Smartphone,9,356138.1,15,75373.17,Salesperson_11
382,2025-05-09,Customer_72,South,Karnataka,Mysuru,Clothing,Shirt,2,10600.0,0,1001.68,Salesperson_2
383,2025-12-11,Customer_16,South,Tamil Nadu,Coimbatore,Office,Monitor,7,181931.4,10,9864.82,Salesperson_9
384,2025-12-18,Customer_39,North,Haryana,Gurugram,Electronics,Laptop,6,200718.0,0,24579.76,Salesperson_10
385,2025-03-11,Customer_96,North,Punjab,Ludhiana,Office,Monitor,1,29984.85,5,5498.23,Salesperson_7
386,2025-01-22,Customer_1,East,Bihar,Patna,Clothing,Jacket,1,29420.0,20,2510.8,Salesperson_10
387,2025-09-20,Customer_19,West,Rajasthan,Jaipur,Clothing,Jeans,6,73317.6,15,20265.5,Salesperson_3
388,2025-10-09,Customer_60,South,Karnataka,Mysuru,Furniture,Chair,3,106735.2,20,28078.06,Salesperson_11
389,2025-06-19,Customer_46,North,Punjab,Amritsar,Clothing,Shirt,4,153766.4,20,26416.7,Salesperson_3
390,2025-12-04,Customer_40,South,Karnataka,Mysuru,Electronics,Smartphone,6,164939.1,15,21786.23,Salesperson_12
391,2025-04-24,Customer_92,South,Telangana,Hyderabad,Clothing,Shoes,3,2203.2,10,245.75,Salesperson_12
392,2025-06-06,Customer_63,West,Gujarat,Surat,Furniture,Sofa,8,209664.4,15,29287.06,Salesperson_9
393,2025-11-17,Customer_10,North,Delhi,Delhi,Clothing,Jeans,9,108321.3,10,25280.69,Salesperson_12
394,2025-10-04,Customer_61,North,Delhi,Delhi,Office,Notebook,1,32984.1,10,6130.67,Salesperson_11
395,2025-07-23,Customer_47,South,Tamil Nadu,Coimbatore,Furniture,Sofa,3,74289.6,20,13194.06,Salesperson_9
396,2025-10-17,Customer_85,North,Haryana,Gurugram,Furniture,Desk,8,83098.4,5,15920.77,Salesperson_14
397,2025-07-09,Customer_30,South,Telangana,Hyderabad,Clothing,Shirt,4,123340.4,5,8105.35,Salesperson_1
398,2025-06-15,Customer_14,South,Telangana,Hyderabad,Office,Monitor,8,28344.0,0,8365.66,Salesperson_12
399,2025-02-09,Customer_67,East,Bihar,Patna,Furniture,Bookshelf,7,136864.0,20,29197.76,Salesperson_5
400,2025-03-13,Customer_57,West,Maharashtra,Pune,Clothing,Jacket,8,205408.0,20,10609.2,Salesperson_3
401,2025-03-02,Customer_85,South,Karnataka,Mysuru,Furniture,Desk,3,29192.4,10,5853.22,Salesperson_4
402,2025-07-30,Customer_3,West,Gujarat,Ahmedabad,Office,Monitor,8,91571.2,20,8269.94,Salesperson_4
403,2025-04-03,Customer_67,North,Delhi,Delhi,Furniture,Chair,10,101240.0,0,9272.1,Salesperson_7
404,2025-03-29,Customer_29,North,Haryana,Faridabad,Electronics,Smartphone,8,273693.2,15,73028.35,Salesperson_14
405,2025-11-02,Customer_76,West,Rajasthan,Jaipur,Furniture,Sofa,3,129492.0,10,36333.9,Salesperson_2
406,2025-09-16,Customer_88,South,Tamil Nadu,Coimbatore,Furniture,Chair,1,11008.8,20,2916.21,Salesperson_7
407,2025-09-30,Customer_65,South,Telangana,Hyderabad,Furniture,Bookshelf,10,398090.0,0,107260.64,Salesperson_13
408,2025-01-23,Customer_90,North,Delhi,Delhi,Furniture,Chair,7,206536.4,15,29450.93,Salesperson_9
409,2025-03-10,Customer_33,West,Maharashtra,Pune,Office,Pen,10,392696.0,20,29228.06,Salesperson_8
410,2025-03-02,Customer_67,South,Karnataka,Mysuru,Office,Pen,4,3432.0,0,667.51,Salesperson_1
411,2025-10-27,Customer_33,West,Rajasthan,Jaipur,Clothing,Shoes,6,42664.5,5,6677.76,Salesperson_5
412,2025-09-05,Customer_23,West,Rajasthan,Jaipur,Clothing,Shoes,4,88259.2,20,21707.09,Salesperson_6
413,2025-08-17,Customer_90,West,Gujarat,Surat,Clothing,Shoes,3,131118.0,0,31068.88,Salesperson_3
414,2025-03-16,Customer_61,North,Delhi,Delhi,Clothing,Shirt,3,78000.0,0,19585.2,Salesperson_15
415,2025-07-16,Customer_52,West,Maharashtra,Mumbai,Clothing,Jeans,6,27576.0,20,1639.09,Salesperson_10
416,2025-09-23,Customer_37,East,Bihar,Patna,Furniture,Bookshelf,8,9127.6,5,2397.29,Salesperson_4
417,2025-02-14,Customer_36,North,Haryana,Gurugram,Furniture,Chair,6,97074.0,0,28531.16,Salesperson_13
418,2025-10-09,Customer_37,West,Gujarat,Surat,Office,Notebook,9,13563.0,0,3794.85,Salesperson_12
419,2025-03-31,Customer_53,East,Odisha,Bhubaneswar,Furniture,Desk,8,172627.2,20,8832.1,Salesperson_9
420,2025-10-22,Customer_33,North,Haryana,Gurugram,Clothing,Jacket,2,61448.4,10,16531.36,Salesperson_12
421,2025-01-15,Customer_62,West,Gujarat,Surat,Furniture,Sofa,8,307142.4,15,84197.24,Salesperson_2
422,2025-01-05,Customer_90,East,West Bengal,Kolkata,Furniture,Desk,6,148651.2,10,26627.3,Salesperson_14
423,2025-09-01,Customer_41,East,West Bengal,Kolkata,Electronics,Headphones,6,26313.6,20,7442.78,Salesperson_6
424,2025-05-04,Customer_34,South,Telangana,Hyderabad,Furniture,Desk,8,370933.2,5,40326.13,Salesperson_4
425,2025-12-06,Customer_64,South,Karnataka,Bengaluru,Clothing,Jeans,2,16712.0,0,3659.14,Salesperson_10
426,2025-10-22,Customer_36,North,Haryana,Gurugram,Office,Pen,10,179953.5,15,49402.69,Salesperson_8
427,2025-08-05,Customer_62,South,Telangana,Hyderabad,Office,Notebook,10,89040.0,0,16154.87,Salesperson_9
428,2025-12-19,Customer_2,North,Haryana,Faridabad,Office,Notebook,8,53683.2,20,8858.68,Salesperson_1
429,2025-05-02,Customer_35,South,Tamil Nadu,Chennai,Clothing,Jacket,10,166430.5,5,31145.95,Salesperson_8
430,2025-07-25,Customer_36,East,Odisha,Bhubaneswar,Office,Monitor,4,100674.0,10,14222.17,Salesperson_8
431,2025-07-15,Customer_26,South,Telangana,Hyderabad,Furniture,Chair,5,63812.0,20,10085.79,Salesperson_3
432,2025-06-11,Customer_63,South,Tamil Nadu,Chennai,Furniture,Bookshelf,8,59596.8,20,10935.75,Salesperson_5
433,2025-09-01,Customer_81,East,Bihar,Patna,Office,Printer,3,12636.9,5,3202.88,Salesperson_2
434,2025-05-12,Customer_45,West,Rajasthan,Jaipur,Clothing,Jacket,6,178670.4,20,50556.78,Salesperson_1
435,2025-09-07,Customer_100,West,Maharashtra,Pune,Furniture,Desk,5,106974.0,10,23352.23,Salesperson_12
436,2025-11-10,Customer_74,West,Maharashtra,Pune,Clothing,Shoes,3,31001.4,10,4819.3,Salesperson_7
437,2025-11-06,Customer_83,North,Delhi,Delhi,Clothing,Jeans,6,114836.4,10,26137.73,Salesperson_7
438,2025-05-01,Customer_85,East,Odisha,Bhubaneswar,Office,Monitor,3,37653.0,0,3059.68,Salesperson_5
439,2025-01-14,Customer_99,North,Delhi,Delhi,Office,Printer,2,7956.0,15,1488.63,Salesperson_7
440,2025-05-26,Customer_57,North,Delhi,Delhi,Furniture,Chair,7,138147.1,5,15451.63,Salesperson_11
441,2025-10-04,Customer_35,South,Karnataka,Bengaluru,Electronics,Laptop,6,111241.2,15,18554.85,Salesperson_9
442,2025-06-27,Customer_62,West,Maharashtra,Mumbai,Office,Monitor,9,305488.8,20,38923.96,Salesperson_9
443,2025-01-01,Customer_67,South,Karnataka,Mysuru,Clothing,Jacket,7,116547.9,5,14672.59,Salesperson_14
444,2025-08-09,Customer_38,South,Tamil Nadu,Coimbatore,Office,Printer,8,228708.0,10,11957.57,Salesperson_10
445,2025-11-27,Customer_50,South,Karnataka,Mysuru,Furniture,Bookshelf,9,222966.9,15,25077.99,Salesperson_14
446,2025-12-17,Customer_35,West,Maharashtra,Pune,Electronics,Headphones,4,109939.2,20,27693.0,Salesperson_5
447,2025-11-13,Customer_58,East,Odisha,Bhubaneswar,Electronics,Smartphone,3,58434.0,0,12225.75,Salesperson_5
448,2025-02-22,Customer_37,West,Maharashtra,Pune,Electronics,Smartphone,1,35559.0,0,3430.89,Salesperson_5
449,2025-06-25,Customer_54,South,Telangana,Hyderabad,Electronics,Smartphone,2,20750.0,0,3597.94,Salesperson_5
450,2025-07-20,Customer_10,West,Gujarat,Surat,Electronics,Tablet,2,94409.1,5,6043.09,Salesperson_9
451,2025-08-15,Customer_32,West,Maharashtra,Mumbai,Clothing,Shoes,1,8067.4,5,1179.45,Salesperson_12
452,2025-03-23,Customer_81,North,Delhi,Delhi,Electronics,Smartphone,8,187207.2,10,53176.92,Salesperson_12
453,2025-12-08,Customer_28,North,Haryana,Gurugram,Clothing,Shoes,5,60853.5,10,16544.84,Salesperson_2
454,2025-05-05,Customer_2,South,Telangana,Hyderabad,Clothing,Shirt,3,44625.6,20,3566.14,Salesperson_1
455,2025-11-13,Customer_44,West,Rajasthan,Jaipur,Clothing,Shirt,4,36835.6,15,2683.49,Salesperson_15
456,2025-10-13,Customer_83,North,Delhi,Delhi,Furniture,Chair,3,92542.35,5,11955.07,Salesperson_13
457,2025-01-21,Customer_63,East,Odisha,Bhubaneswar,Electronics,Headphones,6,273451.8,5,30810.92,Salesperson_12
458,2025-08-28,Customer_36,West,Rajasthan,Jaipur,Office,Notebook,10,101840.0,20,13943.54,Salesperson_14
459,2025-11-23,Customer_65,South,Karnataka,Bengaluru,Office,Pen,5,161973.0,10,26485.78,Salesperson_7
460,2025-04-08,Customer_68,South,Karnataka,Mysuru,Furniture,Sofa,2,69825.6,20,17788.94,Salesperson_11
